,Date,BO_conf,BN_conf,MM_conf,CF_conf,CD_conf,CI_conf,DO_conf,GM_conf,IR_conf,LA_conf,MD_conf,NL_conf,NE_conf,PH_conf,RU_conf,KR,TW_conf,TZ_conf,US_conf,AE_conf,GB_conf,VN_conf,AF_conf,AL_conf,DZ_conf,AD_conf,AO_conf,AR_conf,AM_conf,AU_conf,AT_conf,AZ_conf,BH_conf,BD_conf,BY_conf,BE_conf,BZ_conf,BJ_conf,BT_conf,BA_conf,BW_conf,BR_conf,BG_conf,BF_conf,CV_conf,KH_conf,CM_conf,CA_conf,TD_conf,CL_conf,CN_conf,CO_conf,CR_conf,HR_conf,CY_conf,CZ_conf,DK_conf,EC_conf,EG_conf,SV_conf,GQ_conf,EE_conf,ET_conf,FJ_conf,FI_conf,FR_conf,GA_conf,GE_conf,DE_conf,GH_conf,GR_conf,GT_conf,GN_conf,HT_conf,HN_conf,HU_conf,IS_conf,IN_conf,ID_conf,IQ_conf,IE_conf,IL_conf,IT_conf,JM_conf,JP_conf,JO_conf,KZ_conf,KE_conf,KW_conf,KG_conf,LV_conf,LB_conf,LR_conf,LY_conf,LI_conf,LT_conf,LU_conf,MG_conf,MW_conf,MY_conf,MV_conf,ML_conf,MT_conf,MR_conf,MU_conf,MX_conf,MC_conf,MN_conf,ME_conf,MA_conf,MZ_conf,NP_conf,NZ_conf,NI_conf,NG_conf,MK_conf,NO_conf,OM_conf,PK_conf,PA_conf,PG_conf,PY_conf,PE_conf,PL_conf,PT_conf,QA_conf,RO_conf,RW_conf,SA_conf,RS_conf,SC_conf,SL_conf,SG_conf,SK_conf,SI_conf,ZA_conf,ES_conf,LK_conf,SR_conf,SE_conf,CH_conf,TH_conf,TL_conf,TG_conf,TT_conf,TN_conf,TR_conf,UG_conf,UA_conf,UY_conf,UZ_conf,YE_conf,ZM_conf,ZW_conf,AD_roam,AE_roam,AF_roam,AL_roam,AM_roam,AO_roam,AR_roam,AT_roam,AU_roam,AZ_roam,BA_roam,BD_roam,BE_roam,BF_roam,BG_roam,BH_roam,BJ_roam,BN_roam,BO_roam,BR_roam,BT_roam,BW_roam,BY_roam,BZ_roam,CA_roam,CD_roam,CF_roam,CH_roam,CI_roam,CL_roam,CM_roam,CN_roam,CO_roam,CR_roam,CV_roam,CY_roam,CZ_roam,DE_roam,DK_roam,DO_roam,DZ_roam,EC_roam,EE_roam,EG_roam,ES_roam,ET_roam,FI_roam,FJ_roam,FR_roam,GA_roam,GB_roam,GE_roam,GH_roam,GM_roam,GN_roam,GQ_roam,GR_roam,GT_roam,HN_roam,HR_roam,HT_roam,HU_roam,ID_roam,IE_roam,IL_roam,IN_roam,IQ_roam,IR_roam,IS_roam,IT_roam,JM_roam,JO_roam,JP_roam,KE_roam,KG_roam,KH_roam,KW_roam,KZ_roam,LA_roam,LB_roam,LI_roam,LK_roam,LR_roam,LT_roam,LU_roam,LV_roam,LY_roam,MA_roam,MC_roam,MD_roam,ME_roam,MG_roam,MK_roam,ML_roam,MM_roam,MN_roam,MR_roam,MT_roam,MU_roam,MV_roam,MW_roam,MX_roam,MY_roam,MZ_roam,NE_roam,NG_roam,NI_roam,NL_roam,NO_roam,NP_roam,NZ_roam,OM_roam,PA_roam,PE_roam,PG_roam,PH_roam,PK_roam,PL_roam,PT_roam,PY_roam,QA_roam,RO_roam,RS_roam,RU_roam,RW_roam,SA_roam,SC_roam,SE_roam,SG_roam,SI_roam,SK_roam,SL_roam,SR_roam,SV_roam,TD_roam,TG_roam,TH_roam,TL_roam,TN_roam,TR_roam,TT_roam,TW_roam,TZ_roam,UA_roam,UG_roam,US_roam,UY_roam,UZ_roam,VN_roam,YE_roam,ZA_roam,ZM_roam,ZW_roam,target
10,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,279,3,7,6,0,27,253,181,20,34,33,96,0,25,6,0,19,9,39,3,0,12,0,162,0,0,157,0,9,0,1480,3,21,0,0,140,591,35,0,3,3,30,104,242,6,106,12,520,0,286,28,0,0,0,0,75,15,9,107,0,153,330,3,338,153,3,18,18,327,3,134,2383,15,25,331,3,136,218,3,3,6,0,5,28,0,0,30,27,0,9,0,6,0,103,71,0,12,3,0,0,58,737,0,0,0,6,162,3,72,152,24,15,35,3,1039,24,36,71,9,88,12,9,266,0,21,0,56,404,88,58,3,0,0,0,0,1337,6,0,366,0,677,9,9,3,1069,7,129,2645,0,12,3,3,1.0
11,2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,3,0,12,3,24,265,226,23,21,30,60,0,11,0,0,33,9,41,0,0,10,0,213,0,0,175,0,15,0,1442,6,3,0,0,194,473,45,0,0,3,44,84,444,43,107,3,444,0,277,28,3,0,0,0,57,0,3,92,0,112,344,12,130,96,3,23,21,371,0,39,3101,18,12,242,12,67,285,0,3,12,0,12,6,17,0,29,19,0,6,3,0,0,131,118,0,0,0,9,0,61,765,0,0,0,3,157,24,33,122,16,3,24,7,1235,9,71,154,25,80,6,13,383,3,24,0,51,450,67,51,0,0,3,0,0,1343,0,0,320,0,608,12,0,12,1099,11,37,2534,0,21,3,0,2.0
12,2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,170,3,6,3,0,24,171,150,19,22,6,65,0,10,0,0,6,10,34,0,0,21,3,184,0,0,171,3,15,3,1302,9,0,0,9,165,404,42,3,0,0,37,51,261,22,69,0,405,0,269,12,6,0,0,0,39,0,3,89,0,110,296,15,36,123,6,12,12,400,6,12,2300,9,9,224,3,45,226,0,3,24,0,6,15,9,0,17,16,0,3,0,0,0,90,68,0,16,0,12,0,57,646,0,0,0,3,128,15,6,90,12,3,39,9,1185,15,33,101,12,40,9,13,249,9,6,0,63,365,41,61,0,6,0,0,0,1273,0,0,259,0,655,0,9,3,841,10,71,2353,0,9,9,3,0.0
13,2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,308,5,0,6,3,0,135,120,16,13,9,35,0,9,0,0,21,9,3,0,3,22,3,166,0,0,151,0,9,0,1092,25,9,0,0,112,434,31,0,0,6,34,22,297,14,72,0,394,0,214,18,3,0,0,0,42,3,0,58,0,65,235,0,103,125,3,18,6,213,3,66,2069,15,9,217,6,51,185,3,3,9,0,7,21,6,0,9,16,0,0,0,0,0,68,54,0,0,0,0,0,48,499,0,0,0,9,95,6,50,49,30,33,21,0,1056,15,61,171,0,56,6,0,229,0,12,0,27,302,42,24,0,6,0,0,0,1019,0,0,308,0,477,15,6,3,770,4,57,2150,0,12,6,6,1.0
14,2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,211,3,0,6,0,24,215,160,6,18,12,79,0,7,9,0,7,15,24,0,0,15,0,145,3,0,144,6,7,0,1033,34,3,0,0,150,416,12,0,6,3,18,18,293,24,40,0,348,0,234,14,6,0,0,0,26,9,0,69,6,131,236,0,110,67,3,10,0,295,0,72,1877,15,21,214,6,90,208,0,3,40,0,12,24,3,0,9,12,0,9,0,0,0,104,98,0,3,0,27,0,68,564,3,0,0,3,155,9,42,122,15,9,27,3,965,12,42,110,12,72,0,3,211,0,15,0,12,298,51,53,0,15,0,0,0,889,6,0,190,0,473,9,3,0,681,9,46,2167,0,24,3,3,2.0
15,2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,6,0,0,0,18,140,140,9,20,19,47,0,9,0,0,26,9,28,0,0,9,0,161,0,0,147,0,6,0,897,18,6,0,3,126,442,32,0,0,0,35,28,299,3,74,6,317,0,187,9,3,0,0,0,46,3,3,84,0,70,232,9,149,132,12,20,9,304,0,70,2257,3,23,239,3,30,197,3,0,3,0,18,19,11,0,30,11,0,0,0,0,0,64,64,0,3,3,6,0,39,525,0,0,0,3,90,9,29,67,15,3,15,3,1021,18,70,210,15,96,6,6,283,3,21,0,47,318,54,29,0,6,6,0,0,891,0,0,198,0,403,6,0,3,820,4,49,1962,0,6,0,0,2.0
16,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,341,6,0,6,0,43,258,214,27,27,33,47,0,9,6,0,40,25,68,0,6,13,0,111,0,0,181,0,18,0,926,18,3,0,3,180,521,27,0,6,0,29,39,392,23,54,3,398,0,296,23,0,0,0,0,58,0,0,136,0,129,346,18,378,117,6,21,6,378,0,130,2158,9,0,242,9,67,166,0,0,63,0,9,15,6,0,63,24,0,6,3,0,0,101,84,0,9,3,39,0,61,642,0,0,3,0,107,9,0,61,29,0,35,6,1013,18,90,179,11,81,9,3,253,0,28,6,27,334,96,77,0,0,0,0,0,856,0,0,286,0,474,0,9,21,845,6,24,2137,0,24,6,6,0.0
17,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,328,3,10,3,0,24,177,176,12,30,33,67,0,6,18,0,18,24,36,0,9,21,0,163,3,0,166,0,15,0,953,6,6,0,3,121,522,40,0,3,0,42,112,193,0,94,33,435,0,280,13,3,0,0,0,93,3,0,103,9,117,349,0,154,192,3,22,0,256,3,65,1989,9,31,255,9,107,205,0,3,3,0,0,21,10,0,30,16,0,13,0,16,0,87,78,3,6,15,25,0,61,675,0,0,0,3,127,12,85,171,12,3,39,3,1001,15,60,79,3,101,3,6,266,9,24,0,64,478,64,42,0,6,0,0,0,908,0,0,296,0,466,0,12,12,1113,5,105,2168,0,21,3,6,0.0
18,2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,385,3,9,9,0,34,280,179,32,36,21,78,3,9,60,0,31,15,42,6,0,9,0,176,3,0,211,0,18,3,1009,3,3,0,3,220,514,49,0,6,0,33,96,363,27,89,6,448,0,304,41,15,0,0,0,70,6,0,117,0,99,329,12,162,84,0,35,3,335,3,77,2669,9,6,219,6,66,194,0,3,9,6,6,26,6,0,29,19,0,6,0,3,0,94,104,3,12,9,30,0,110,547,0,0,0,3,151,24,53,118,18,6,28,6,996,15,65,147,14,124,6,3,277,22,33,0,51,411,84,49,6,9,3,0,0,872,0,0,307,0,522,3,3,6,1206,8,18,2230,0,18,0,0,0.0
19,2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,5,0,0,0,36,219,123,16,47,9,27,0,6,15,0,9,9,39,0,0,17,3,140,0,0,210,0,25,0,909,0,3,0,0,163,389,12,6,3,0,29,64,346,15,65,0,411,0,247,30,0,0,0,0,51,3,3,115,0,111,306,3,32,81,0,22,6,436,0,22,2120,9,18,241,6,36,138,0,6,57,0,3,14,3,0,42,36,0,3,0,3,0,84,56,0,6,9,46,0,63,495,0,0,0,6,78,0,6,78,6,0,22,9,1014,9,24,151,15,68,6,0,255,9,18,0,36,256,77,30,0,0,6,0,0,772,0,0,251,0,444,3,0,9,841,6,54,1885,0,15,3,0,0.0
20,2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263,3,0,3,0,18,184,121,12,3,36,101,0,6,0,0,15,12,26,0,3,12,3,129,0,0,137,0,0,3,700,0,0,0,12,175,396,39,3,3,0,44,30,358,22,95,3,454,3,182,9,0,0,0,0,31,6,9,66,0,89,269,0,218,135,6,9,0,245,0,112,1786,3,6,161,0,27,106,0,0,15,0,9,15,12,0,12,22,0,0,0,0,0,58,74,0,3,0,21,0,36,469,0,0,0,6,146,13,52,68,23,0,15,9,832,9,24,181,15,77,0,6,232,3,18,3,56,291,64,31,0,0,3,0,0,662,0,0,296,0,362,4,6,3,703,10,50,1630,0,9,0,0,1.0
21,2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,3,0,12,0,16,281,188,36,31,15,45,3,5,3,0,6,3,20,0,6,20,0,118,3,0,153,0,0,3,744,3,0,0,0,177,423,39,0,0,3,35,29,296,23,126,3,350,0,276,26,0,0,0,0,60,3,3,96,0,119,260,12,395,75,0,6,6,361,0,191,1629,6,15,155,4,98,137,6,3,36,3,9,14,0,0,36,18,0,15,6,0,0,74,79,0,28,9,30,0,43,419,0,0,0,3,128,6,37,107,27,3,6,3,768,12,44,115,6,80,6,0,255,12,18,0,50,226,61,62,3,0,0,0,0,601,0,3,228,0,348,0,3,3,669,7,57,1553,0,15,12,12,0.0
22,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,210,8,0,0,0,45,151,123,9,18,27,55,0,3,6,0,24,24,42,0,3,10,3,179,0,0,107,0,6,0,574,0,6,0,0,162,487,33,0,0,0,28,48,258,0,90,0,344,0,192,11,0,0,3,0,38,3,3,77,0,88,258,0,252,146,6,9,0,276,0,109,1815,0,16,145,12,34,120,3,0,3,3,6,17,6,0,24,3,0,0,0,0,0,60,64,0,12,3,6,0,94,401,0,0,0,6,109,15,6,67,40,0,33,0,716,27,72,129,25,83,9,6,232,0,39,0,47,275,64,25,0,0,0,0,0,549,0,0,185,0,324,0,3,3,814,9,42,1467,0,21,0,0,0.0
23,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,311,10,3,25,0,9,229,209,40,9,27,38,0,9,18,0,12,7,27,0,4,17,0,159,0,0,214,0,12,3,679,9,3,0,0,144,508,28,3,3,0,30,21,346,28,105,0,393,0,287,35,6,0,0,3,48,3,0,61,0,87,302,14,742,97,9,15,12,391,0,300,1952,29,0,149,6,63,98,6,0,84,0,6,6,9,0,45,6,0,3,0,0,0,79,77,0,6,0,48,0,81,432,0,0,0,3,140,30,9,87,27,0,25,15,857,12,64,146,3,103,19,3,272,0,43,0,60,252,74,56,0,6,3,0,0,585,0,0,361,0,360,24,12,6,799,6,53,1446,0,21,13,7,0.0
24,2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,9,0,9,0,6,162,173,23,22,27,35,0,6,3,0,27,6,15,0,3,9,0,172,3,0,159,0,12,6,712,0,0,0,3,125,505,16,0,12,6,23,114,266,0,110,0,394,0,278,18,0,0,0,0,33,6,0,73,0,153,375,12,433,164,3,18,3,321,0,191,1868,9,48,138,3,101,120,0,0,12,0,17,9,3,0,31,4,0,6,0,0,0,89,72,0,9,3,22,0,63,532,0,0,0,0,109,15,54,179,15,6,18,9,799,30,70,111,6,66,24,3,288,12,35,0,61,322,55,90,0,0,3,0,0,568,0,0,305,0,363,6,6,0,1128,9,98,1531,0,15,0,0,0.0
25,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,298,3,0,24,0,24,273,193,25,32,12,56,0,12,12,0,12,12,49,0,5,9,0,225,0,0,175,0,12,3,699,15,3,0,0,205,483,31,3,6,3,25,82,442,18,98,3,366,3,194,31,9,0,0,0,48,3,0,100,0,92,348,9,271,89,6,18,12,383,0,105,2484,24,6,176,3,78,128,0,3,3,3,3,15,9,0,32,12,0,6,0,0,0,66,92,3,14,9,35,0,106,397,0,0,0,0,115,15,35,118,12,0,22,6,951,21,47,191,12,104,15,0,312,6,27,0,49,241,76,30,3,3,0,0,0,580,0,0,277,0,340,18,6,3,1133,19,36,1461,0,26,18,14,0.0
26,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,235,6,0,3,0,42,228,164,13,32,9,51,0,6,0,0,17,6,49,3,4,21,3,117,0,0,160,0,12,0,613,0,6,0,9,172,375,24,0,0,0,35,27,410,18,82,0,441,0,262,20,0,0,0,0,26,0,0,91,0,132,275,9,39,90,6,21,0,395,0,9,1921,23,15,134,3,49,90,0,0,50,0,9,12,9,0,43,16,3,3,0,0,0,66,72,0,19,6,50,0,47,434,0,0,0,0,103,3,0,74,12,0,45,12,951,12,36,127,12,56,3,5,203,0,6,0,47,234,51,85,0,0,0,0,0,483,0,0,199,0,339,10,0,0,794,15,36,1357,0,16,6,8,0.0
27,2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,5,0,44,121,145,23,0,18,31,0,6,0,0,22,24,57,0,0,9,0,125,0,0,145,0,21,0,529,9,0,0,0,124,316,18,0,0,0,18,27,283,6,100,6,336,0,256,11,6,0,0,0,22,0,3,29,0,60,224,15,223,57,6,27,0,184,0,100,1589,0,21,119,3,32,105,0,3,15,0,3,12,3,0,9,15,0,0,0,0,0,47,62,0,9,15,15,0,40,391,0,0,3,3,77,0,30,43,21,6,25,12,734,15,44,154,37,69,9,0,187,0,12,0,30,198,37,18,0,0,0,0,0,456,0,0,243,0,259,6,3,0,710,11,48,1079,0,3,3,0,0.0
28,2020-02-19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,3,12,0,3,222,175,31,19,18,52,0,4,0,0,14,3,9,0,6,15,3,156,0,0,159,0,6,0,557,9,3,0,0,171,298,27,3,0,3,21,15,274,6,76,0,349,0,264,20,0,0,0,0,51,6,0,54,0,118,194,0,293,36,3,13,0,313,3,122,1707,15,3,87,9,78,104,0,0,32,0,9,31,0,3,15,24,0,3,0,0,0,53,86,0,6,6,25,0,51,342,3,0,0,6,133,6,27,132,15,3,15,3,689,3,34,121,0,65,3,3,222,0,15,0,36,180,31,39,0,3,3,0,0,414,0,0,225,0,283,9,6,0,719,11,55,956,0,12,6,15,0.0
